code,rcn,title
HEALTH.2010.4.2-9-5,"12602","Systems biology for the development of predictive causal computer models. FP7-HEALTH-2010-Alternative-Testing-Strategies"
HEALTH.2010.4.2-9-6,"12603","Integrated data analysis and servicing. FP7-HEALTH-2010-Alternative-Testing-Strategies"
HEALTH.2010.4.2-9-7,"12604","Coordination project. FP7-HEALTH-2010-Alternative-Testing-Strategies"
AAT.2010.6.2-1.,"12824","Novel air transport vehicles"
AAT.2010.4.1-6.,"12811","Enhancing strategic international co-operation with Russia in the field of novel composite structures and associated manufacturing methods based on geodesic concepts"
SST.2010.1.1-4.,"12845","Advanced after treatment solutions for mitigation of emissions from ships"
INFRA-2010-1.1.13,"12617","Facilities for high throughput DNA sequencing and human genotyping."
KBBE.2010.1.3-04,"13106","Improving integration in farm animal welfare research in an enlarged Europe - Call: FP7-KBBE-2010-4"
KBBE.2010.1.4-04,"13110","Knowledge systems for farming in the context of sustainable rural development - Call: FP7-KBBE-2010-4"
ENV.2010.3.1.1-2,"12740","Innovative system solutions for municipal sludge treatment and management"
KBBE.2010.2.4-03,"13130","Quality and safety aspects of feed - Call: FP7-KBBE-2010-4"
KBBE.2010.2.3-03,"13127","Health-value-added food products for population groups at risk of poverty - Call: FP7-KBBE-2010-4"
KBBE.2010.2.2-01,"13122","Neurological pathways regulating hunger/satiety and gut behaviour - Call: FP7-KBBE-2010-4"
KBBE.2010.3.5-03,"13143","Approaches towards bioremediation of the Mediterranean Sea by exploring its microbial diversity – SICA (Mediterranean Partner Countries) - Call: FP7-KBBE-2010-4"
Ocean.2010-2,"14792","Vectors of changes in marine life, impact on economic sectors"
KBBE.2010.1.4-07,"13113","Using results-based management to achieve CFP objectives - Call: FP7-KBBE-2010-4"
ENV.2010.1.3.3-1,"12720","Early warning and forecasting systems to predict climate related drought vulnerability and risks in Africa"
KBBE.2010.3.2-04,"13138","Innovative aquatic biosensors - Call: FP7-KBBE-2010-4"
AAT.2010.7-15.,"12839","Updating the strategic agenda for aeronautics and air transport research in Europe"
KBBE.2010.2.3-01,"13125","Development of biodegradable food packaging - Call: FP7-KBBE-2010-4"
KBBE.2010.3.3-02,"13140","Biotechnology for 'greening' the chemical industry - Industrial bioprocesses for fine and speciality chemicals and intermediates - Call: FP7-KBBE-2010-4"
TPT.2010-8.,"12881","Analysis of the state of ERA development within the transport domain"
INFRA-2010-1.1.31,"12635","Research Infrastructures for processing, analysis and characterisation (physico-chemical properties, health and environmental impact) of engineered nanomaterials, nanoparticles and nanostructures."
HEALTH.2010.2.4.4-2,"12575","ERA-Net on rare diseases. FP7-ERANET-2010-RTD"
SPA.2010.1.1-06,"13182","Coordination of national activities for land monitoring"
SEC-2010.4.1-1,"12900","Aftermath crisis management - phase I"
SPA.2010.3.2-03,"13191","EU-South Africa Cooperation in GMES (SICA)"
INFRA-2010-1.1.16,"12620","Research Infrastructures for Atmospheric Research."
SPA.2010.3.2-02,"13190","International Cooperation in GMES / Deforestation (SICA)"
SPA.2010.1.1-07,"13183","Fostering downstream activities and links with regions"
Galileo.2008.3.1.4,"14812","Professional Receivers"
SP1-JTI-FCH.2009.3.4,"13322","Component improvement for stationary power applications"
SP1-JTI-FCH.2009.3.2,"13320","Materials development for cells, stacks and balance of plant (BoP)"
SP1-JTI-FCH.2009.2.4,"13318","Improved solid state hydrogen storage systems"
SP1-JTI-FCH.2009.1.5,"13313","Pre-normative Research (PNR) on composite storage"
SP1-JTI-FCH.2009.3.3,"13321","Operation diagnostics and control for stationary applications"
SP1-JTI-FCH.2009.3.5,"13323","Proof-of- concept fuel cell systems"
SP1-JTI-FCH.2009.3.1,"13319","Fundamentals of fuel cell degradation for stationary power application"
SP1-JTI-FCH.2009.2.3,"13317","New generation of high temperature electrolyser"
SP1-JTI-FCH.2009.4.1,"13327","Demonstration of fuel cell-powered materials handling vehicles and infrastructure"
SP1-JTI-FCH.2009.1.1,"13309","Large-scale demonstration of road vehicles and refuelling infrastructure II"
SP1-JTI-FCH.2009.3.6,"13324","Validation of integrated fuel cell systems readiness"
SP1-JTI-FCH.2009.4.2,"13328","Portable generators, backup and UPS power systems"
SP1-JTI-FCH.2009.5.5,"13337","Development of a framework for Life Cycle Assessment (LCA)"
SP1-JTI-FCH.2009.5.1,"13333","Development of educational programmes"
SP1-JTI-FCH.2009.3.8,"13326","Application specific targets for stationary power generation and related technology benchmark"
SP1-JTI-FCH.2009.5.2,"13334","Training initiatives for  regulators"
INFRA-2010-1.1.11,"12615","Aquaculture research facilities."
JTI-CS-2009-1-SFWA-01-002,"13206","Numerical Tool for Aerodynamic Optimization of Laminar Wings"
JTI-CS-2009-1-GRA-02-004,"13270","Acoustic semi-empirical laws for 2D design of conventional HLD architectures and gapless HLD architectures"
JTI-CS-2009-1-SGO-02-001,"13283","Acoustic and thermal instrumentation, tests and modelling of engine surface coolers in representative aerodynamic conditions"
SEC-2010.6.4-1,"12913","Cost-benefit analysis of the present and future security measures in Europe"
KBBE.2010.1.4-02,"13108","Development of modelling tools based on Farm Accountancy Data Network data adapted to assess the dynamic impacts of the Common Agricultural Policy - Call: FP7-KBBE-2010-4"
KBBE.2010.2.1-01,"13120","Determinants of food choice and eating habits - Call: FP7-KBBE-2010-4"
SP1-JTI-FCH.2009.1.3,"13311","Development and optimisation of PEM FC electrodes and GDLs"
JTI-CS-2009-1-GRA-01-018,"13259","System integration for broadband acousto-ultrasonics and electromechanical impedance monitoring technology"
JTI-CS-2009-1-SFWA-01-001,"13205","Trailing edge devices for AFC applications; AFC technique upper side of flap"
JTI-CS-2009-1-GRA-01-019,"13260","Miniaturized Sensors"
JTI-CS-2009-1-GRA-05-002,"13277","Theories and Numerical code for prediction of near and far field noise generated by new generation propellers and Open Rotors blade"
JTI-CS-2009-1-GRA-01-013,"13254","Design of sandwich structures for sensor integration, optimisation and manufacturing of sandwich core"
JTI-CS-2009-1-GRC-05-001,"13238","Emission analysis + Tools required to perform the emissions analysis and evaluation methodology"
JTI-CS-2009-1-SGO-02-009,"13291","Development of an hybrid low power Ice Protection modellisation tool and Icing Wind tunnel tests to validate the tool and the system performance."
JTI-CS-2009-1-GRA-01-015,"13256","Preparation and mechanical test of panels"
JTI-CS-2009-1-GRA-05-003,"13278","Future Green Regional Aircraft requirements"
JTI-CS-2009-1-GRA-01-020,"13261","Sensorised Composite"
JTI-CS-2009-1-SGO-03-006,"13300","Statistical models for representative weather phenomena"
JTI-CS-2009-1-GRA-01-005,"13246","Stiffened panel evaluation Non Destructive Evaluation (NDE) of a Composite JTI GRA Stiffened Panel, Response Functions / Metamodel"
JTI-CS-2009-1-SGO-02-005,"13287","Develop and manufacture scoop intake and channel incl. ice and debris protection  and acoustics absorbers"
JTI-CS-2009-1-SAGE-05-005,"13228","Development of high temperature survival electronic devices for engine control systems"
JTI-CS-2009-1-SGO-03-002,"13296","Advanced turbofan equipped aircraft noise model"
JTI-CS-2009-1-SFWA-01-003,"13207","Wing Leading Edge (LE) box Design and Manufacturing"
JTI-CS-2009-1-GRA-01-021,"13262","Organic-modification tailored to promote the correct interaction between the polymer and the filler"
JTI-CS-2009-1-GRA-01-003,"13244","FOBG system, optical assembly, interconnection and technology - Electronic section"
JTI-CS-2009-1-GRA-01-010,"13251","Smart maintenance with adapted patches"
JTI-CS-2009-1-GRA-04-001,"13274","Study regarding regional aircraft avionics architecture supporting new MTM functionalities."
JTI-CS-2009-1-GRC-01-001,"13232","Actuator"
JTI-CS-2009-1-GRA-05-004,"13279","Pod techniques"
JTI-CS-2009-1-SFWA-02-004,"13212","Installed CROR characterisation: detailed design of innovative CROR model"
JTI-CS-2009-1-GRA-01-017,"13258","Numerical simulation"
JTI-CS-2009-1-GRA-01-009,"13250","Intelligent Stress Health monitoring"
JTI-CS-2009-1-GRA-01-006,"13247","Stiffened panel Diagnostic/ Prognostic methodologies/ code (residual strength evaluation) of a composite sensorised multilayer stiffened panel"
JTI-CS-2009-1-SAGE-05-004,"13227","Development of high temperature sensor for the measurement of turbine engine blades"
JTI-CS-2009-1-SFWA-02-002,"13210","Finite Element Models of Counter Rotating Open Rotor blades"
JTI-CS-2009-1-GRA-01-002,"13243","FOBG sensors, system and technology - Optical section"
JTI-CS-2009-1-SGO-02-003,"13285","Tool for wire gauge optimization"
JTI-CS-2009-1-SFWA-02-001,"13209","Design of innovative CROR blade and pylon"
JTI-CS-2009-1-GRC-05-002,"13239","ATM Regulations"
JTI-CS-2009-1-SGO-03-005,"13299","Generic aircraft flight dynamics modelling"
JTI-CS-2009-1-SGO-03-001,"13295","Advanced turbofan engine gaseous emissions model"
JTI-CS-2009-1-GRA-02-001,"13267","3D Fluid Dynamic and Aero-acoustic  Numerical Analyses of Wing High-Lift Devices Low-Noise Configurations"
JTI-CS-2009-1-SGO-02-004,"13286","Development and manufacturing of an Electro-thermal Ice Protection Assembly"
JTI-CS-2009-1-GRA-03-001,"13272","Software – Development of a software tool  to estimate impacts of avionic and on-board general systems on aircraft sizing and performances."
JTI-CS-2009-1-SAGE-05-001,"13224","Development of a thermoelectricity generator for the supply of the engine control system"
JTI-CS-2009-1-GRA-01-001,"13242","Software – Detailed weights and manufacturing costs"
SEC-2010.6.5-2,"12915","Use of smart surveillance systems, data protection, integrity and sharing information within privacy rules"
JTI-CS-2009-1-SGO-03-004,"13298","Economical modelling according to airline model"
NMP-2010-4.0-1,"14852","Development of nanotechnology-based systems for detection, diagnosis and therapy for cancer"
KBBE.2010.1.2-01,"13095","Integrating mitigation and adaptation options for sustainable livestock production under climate change – SICA (Latin America, African Mediterranean Partner Countries, African ACP) - Call: FP7-KBBE-2010-4"
SEC-2010.7.0-4,"12919","Organisation of a ‘security’ competition"
JTI-CS-2009-2-GRC-02-001,"14872","Contribution to the study of the air intake and exhaust integration into a tiltrotor nacelle"
JTI-CS-2009-2-GRA-02-005,"14873","3D design of flap side edge active flow control"
INFRA-2011-2.3.5.,"15353","Second implementation phase of the European High-Performance Computing (HPC) service PRACE"
JTI-CS-2009-2-GRC-01-002,"14874","Development and provision of a numerical model to solve laminar turbulent boundary layer transition and boundary layer velocity profiles for unsteady flow conditions"
JTI-CS-2009-2-ECO-02-002,"14875","Thermo physical Properties Library for Relevant Fluids"
JTI-CS-2009-2-ECO-02-001,"14876","Sensor for Convective and/or Radiative Heat Loss"
SST.2010.6-3.,"12862","ERA-NET MARTEC II"
NMP-2010-3.1-1,"14892","New industrial models for a sustainable and efficient production"
HEALTH.2010.2.4.1-3,"12563","Structuring clinical research in paediatric and adolescent oncology in Europe. FP7-HEALTH-2010-single-stage"
NMP-2010-4.0-2,"17060","Capacity building for the development of nanotech-based multi-parameter sensors"
INFRA-2010-1.1.19,"12623","Research Infrastructures for Polar research."
SST.2010.1.1-1.,"12842","Carbon footprint of freight transport"
HEALTH.2010.2.3.2-4,"12553","Controlling malaria by hitting the vector: New or Improved  Vector Control Tools"
INFRA-2010-1.1.33,"12637","Detectors for future accelerators."
INFRA-2010-1.1.23,"12627","Research Infrastructures for offshore renewable energy devices: ocean-, current-, wave- and wind energy."
KBBE.2010.2.1-02,"13121","Media training for food and nutrition scientists - Call: FP7-KBBE-2010-4"
NMP-FP7-2010-4-0-8,"13175","ERA-NET on Manufacturing"
INFRA-2010-1.1.4,"12608","Archives for Historical research."
GC-SST.2010.7-1.,"12865","Electrical machines"
HEALTH.2010.2.4.1-9,"12569","Optimising the delivery of (chemo)radiotherapy and/or surgery to cancer patients. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.2.2-1,"12545","Role of early-life developmental processes in longevity determination. FP7-HEALTH-2010-two-stage"
KBBE.2010.1.4-08,"13114","Improving research in support to scientific advice to fisheries management in the Mediterranean and Black Seas – Mandatory ICPC (Mediterranean Partner Countries and Black Sea region) - Call: FP7-KBBE-2010-4"
Ocean.2010-1,"14912","Quantification of climate change impacts on economic sectors in the Arctic"
KBBE.2010.4-01,"13145","Strengthening the implementation of durable integration in FP6 Networks of Excellence - Call: FP7-KBBE-2010-4"
INFRA-2010-1.1.29,"12633","Advanced Digital Visualisation Facilities."
KBBE.2010.1.1-03,"13094","Characterisation of biodiversity resources for wild crop relatives to improve crops by breeding - Call: FP7-KBBE-2010-4"
